customerID,churn_probability,predicted_churn_flag,risk_segment,retention_priority_score,priority_level,customer_value_proxy,intervention_urgency,suggested_action,primary_reason,secondary_reason,reason_type,expected_mechanism,suggested_success_metric,Contract,tenure,MonthlyCharges,TotalCharges,InternetService,PaymentMethod,TechSupport,OnlineSecurity,SupportServiceCount
0719-SYFRB,0.3408585301072704,1,High Risk,43.59,Priority 2,38.54,90.0,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,12,61.65,713.75,DSL,Mailed check,Yes,Yes,3
9128-CPXKI,0.3410894017350306,1,High Risk,43.58,Priority 2,85.95,10.83,Technical-support outreach,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,Two year,59,95.8,5655.45,Fiber optic,Electronic check,No,No,1
9701-CDXHR,0.33229195220415225,1,High Risk,43.45,Priority 2,59.56,57.5,Contract-upgrade incentive,Month-to-month contract,Fiber-optic internet service,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,51,69.15,3649.6,Fiber optic,Mailed check,No,No,0
4016-BJKTZ,0.3084656363569254,1,High Risk,43.41,Priority 2,76.1,39.17,Payment-method assistance,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce payment-process friction and offer a more stable payment option.,Payment-method change and 90-day retained rate,Two year,25,108.9,2809.05,Fiber optic,Electronic check,Yes,No,3
6483-OATDN,0.3580746198768509,1,High Risk,43.24,Priority 2,31.03,93.33,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,8,51.3,411.6,DSL,Credit card (automatic),No,Yes,1
1051-GEJLJ,0.4261923662749234,1,High Risk,43.09,Priority 2,11.06,98.33,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,2,19.5,27.55,No,Mailed check,No internet service,No internet service,0
7893-IXHRQ,0.4211091492256491,1,High Risk,43.04,Priority 2,11.6,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,20.55,20.55,No,Electronic check,No internet service,No internet service,0
7669-LCRSD,0.3450017410516031,1,High Risk,42.97,Priority 2,35.06,90.0,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,12,56.3,628.65,DSL,Mailed check,No,No,0
0048-LUMLS,0.35313024109291147,1,High Risk,42.96,Priority 2,69.58,29.17,Technical-support outreach,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,37,91.2,3247.55,Fiber optic,Credit card (automatic),No,No,0
1194-SPVSP,0.42110481530525506,1,High Risk,42.91,Priority 2,11.09,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,19.65,19.65,No,Bank transfer (automatic),No internet service,No internet service,0
5438-QMDDL,0.33744200347701336,1,High Risk,42.85,Priority 2,39.9,84.17,Contract-upgrade incentive,Month-to-month contract,No online-security subscription,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,19,59.8,1130.85,DSL,Mailed check,No,No,1
3756-VNWDH,0.30239958593595884,1,High Risk,42.66,Priority 2,94.55,5.83,Technical-support outreach,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,65,100.75,6674.65,Fiber optic,Electronic check,No,Yes,1
5186-EJEGL,0.3006108755751625,1,High Risk,42.56,Priority 2,42.58,92.5,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,9,69.5,653.25,DSL,Mailed check,Yes,Yes,3
6284-KMNUF,0.321512722457104,1,High Risk,42.53,Priority 2,84.97,13.33,Technical-support outreach,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,56,98.0,5270.6,Fiber optic,Electronic check,No,Yes,1
4190-MFLUW,0.3376894129593721,1,High Risk,42.48,Priority 2,33.88,91.67,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,10,55.2,528.35,DSL,Credit card (automatic),Yes,No,2
3948-FVVRP,0.3380497338964686,1,High Risk,42.46,Priority 2,33.22,92.5,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,9,54.8,452.8,DSL,Mailed check,Yes,No,2
1470-PSXNM,0.33347899228845984,1,High Risk,42.44,Priority 2,78.24,19.17,Technical-support outreach,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,49,93.65,4520.15,Fiber optic,Electronic check,No,No,2
7130-CTCUS,0.3418454616321457,1,High Risk,42.31,Priority 2,35.21,86.67,Contract-upgrade incentive,Month-to-month contract,No technical-support subscription,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,16,54.55,825.1,DSL,Bank transfer (automatic),No,Yes,2
8930-XOTDP,0.3364132005386326,1,High Risk,42.3,Priority 2,37.47,85.0,Contract-upgrade incentive,Month-to-month contract,No online-security subscription,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,18,55.95,1082.8,DSL,Mailed check,No,No,0
9254-RBFON,0.31902345287595213,1,High Risk,42.23,Priority 2,64.87,45.83,Retention call,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Review needs and service friction with the customer.,Contact rate and 90-day retained rate,One year,17,98.6,1704.95,Fiber optic,Bank transfer (automatic),Yes,No,2
4619-EVPHY,0.3381233809295071,1,High Risk,42.16,Priority 2,61.51,43.33,Technical-support outreach,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,20,91.0,1859.5,Fiber optic,Bank transfer (automatic),No,No,0
2828-SLQPF,0.3657305998082542,1,High Risk,42.1,Priority 2,30.11,84.17,Contract-upgrade incentive,Month-to-month contract,No online-security subscription,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,19,45.0,865.85,DSL,Bank transfer (automatic),No,No,0
9089-UOWJG,0.32314220613565486,1,High Risk,42.1,Priority 2,36.85,90.0,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,12,58.35,740.55,DSL,Credit card (automatic),No,No,1
3787-TRIAL,0.4185336626228618,1,High Risk,41.94,Priority 2,17.8,82.5,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,21,26.05,565.75,DSL,Electronic check,No,No,0
8158-WPEZG,0.3787551396508663,1,High Risk,41.94,Priority 2,22.36,90.83,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,11,35.65,425.1,DSL,Electronic check,Yes,No,2
3069-SSVSN,0.4896470819846336,1,High Risk,41.9,Priority 2,14.59,59.17,Onboarding support outreach,Tenure of 12 months or less,No online-security subscription,Observed risk indicators,Resolve early-life experience gaps before disengagement increases.,Outreach completion and 90-day retained rate,One year,1,25.85,25.85,DSL,Mailed check,No,No,0
5198-EFNBM,0.3302693819003291,1,High Risk,41.81,Priority 2,80.46,12.5,Technical-support outreach,Electronic-check payment,Fiber-optic internet service,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,57,90.65,5199.8,Fiber optic,Electronic check,No,No,2
9097-ZUBYC,0.34637675758465375,1,High Risk,41.8,Priority 2,31.08,88.33,Contract-upgrade incentive,Month-to-month contract,No online-security subscription,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,14,48.8,664.4,DSL,Bank transfer (automatic),Yes,No,1
9163-GHAYE,0.34395173703437354,1,High Risk,41.64,Priority 2,31.52,87.5,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,15,48.85,736.8,DSL,Electronic check,No,No,1
9143-CANJF,0.3334194771901281,1,High Risk,41.6,Priority 2,38.38,80.0,Contract-upgrade incentive,Electronic-check payment,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,24,55.15,1319.85,DSL,Electronic check,Yes,Yes,2
0516-OOHAR,0.30118043024775876,1,High Risk,41.6,Priority 2,72.12,36.67,Technical-support outreach,Fiber-optic internet service,No online-security subscription,Observed risk indicators,Reduce unresolved service and support friction.,Support activation and 90-day retained rate,One year,28,100.35,2799.0,Fiber optic,Bank transfer (automatic),No,No,2
0733-VUNUW,0.32952262547198313,1,High Risk,41.55,Priority 2,39.13,80.0,Contract-upgrade incentive,Month-to-month contract,No technical-support subscription,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,24,55.65,1400.55,DSL,Bank transfer (automatic),No,Yes,1
4524-QCSSM,0.36469857714929,1,High Risk,41.53,Priority 2,31.58,78.33,Contract-upgrade incentive,Month-to-month contract,No technical-support subscription,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,26,44.65,1156.55,DSL,Bank transfer (automatic),No,Yes,2
6497-TILVL,0.3273008810863283,1,High Risk,41.35,Priority 2,30.34,94.17,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,7,50.7,350.35,DSL,Mailed check,No,Yes,1
3173-NVMPX,0.31580906136408626,1,High Risk,41.27,Priority 2,33.78,92.5,Contract-upgrade incentive,Tenure of 12 months or less,Month-to-month contract,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,9,55.3,501.2,DSL,Mailed check,No,No,1
1629-DQQVB,0.3327556703353951,1,High Risk,41.23,Priority 2,32.06,88.33,Contract-upgrade incentive,Month-to-month contract,No technical-support subscription,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,14,50.1,709.5,DSL,Bank transfer (automatic),No,Yes,1
4905-JEFDW,0.45076459714161293,1,High Risk,41.16,Priority 2,25.94,50.83,Onboarding support outreach,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Resolve early-life experience gaps before disengagement increases.,Outreach completion and 90-day retained rate,One year,11,41.6,470.6,DSL,Electronic check,No,No,1
8992-CEUEN,0.3938028395764836,1,High Risk,41.16,Priority 2,10.64,99.17,Contract-upgrade incentive,Tenure of 12 months or less,Electronic-check payment,Observed risk indicators,Encourage a longer commitment while reducing avoidable switching friction.,Contract conversion rate and 90-day retained rate,Month-to-month,1,18.85,18.85,No,Electronic check,No internet service,No internet service,0
